frame_id,variant,num_symbols,num_channels,rlgr_encode_ms,rlgr_decode_ms,transfer_to_cpu_ms,transfer_to_gpu_ms,pure_rlgr_encode_ms,pure_rlgr_decode_ms,compressed_size_bytes,correct
1,cpu,218410,35,124.18051098939031,158.10418099863455,4.7323969774879515,99.68084399588406,119.44811401190236,58.423337002750486,1198582,True
1,gpu_full,218410,35,617.4700419942383,487.8996680199634,0.0,0.0,617.4700419942383,487.8996680199634,1198582,True
1,gpu_8192,218410,35,30.715848988620564,28.607444983208552,0.0,0.0,30.715848988620564,28.607444983208552,1201540,True
1,gpu_4096,218410,35,15.73545899009332,15.547460003290325,0.0,0.0,15.73545899009332,15.547460003290325,1204756,True
1,gpu_2048,218410,35,8.13683500746265,9.405864984728396,0.0,0.0,8.13683500746265,9.405864984728396,1211182,True
1,gpu_1024,218410,35,6.145627005025744,7.2405419778078794,0.0,0.0,6.145627005025744,7.2405419778078794,1220162,True
1,gpu_512,218410,35,5.540546990232542,6.552115984959528,0.0,0.0,5.540546990232542,6.552115984959528,1242540,True
1,gpu_256,218410,35,5.28302401653491,6.827044999226928,0.0,0.0,5.28302401653491,6.827044999226928,1268584,True
1,gpu_128,218410,35,5.340933974366635,7.147277996409684,0.0,0.0,5.340933974366635,7.147277996409684,1340465,True
1,gpu_64,218410,35,5.670509010087699,6.809833022998646,0.0,0.0,5.670509010087699,6.809833022998646,1482555,True
1,gpu_32,218410,35,6.153658003313467,6.743188016116619,0.0,0.0,6.153658003313467,6.743188016116619,1608568,True
51,cpu,246070,35,144.4986739952583,167.47500098426826,7.651096995687112,110.63711901078932,136.84757699957117,56.83788197347894,1366389,True
51,gpu_full,246070,35,694.1171670041513,551.4392259938177,0.0,0.0,694.1171670041513,551.4392259938177,1366389,True
51,gpu_8192,246070,35,30.70940202451311,28.669400984654203,0.0,0.0,30.70940202451311,28.669400984654203,1369742,True
51,gpu_4096,246070,35,15.8344270021189,15.925738989608362,0.0,0.0,15.8344270021189,15.925738989608362,1373380,True
51,gpu_2048,246070,35,9.783147979760543,10.274553002091125,0.0,0.0,9.783147979760543,10.274553002091125,1380725,True
51,gpu_1024,246070,35,7.244642998557538,8.231993997469544,0.0,0.0,7.244642998557538,8.231993997469544,1390931,True
51,gpu_512,246070,35,6.267499004025012,7.39722402067855,0.0,0.0,6.267499004025012,7.39722402067855,1416250,True
51,gpu_256,246070,35,6.076394987758249,7.484410016331822,0.0,0.0,6.076394987758249,7.484410016331822,1446900,True
51,gpu_128,246070,35,5.94630598789081,7.870583009207621,0.0,0.0,5.94630598789081,7.870583009207621,1529647,True
51,gpu_64,246070,35,6.125763000454754,7.453151018125936,0.0,0.0,6.125763000454754,7.453151018125936,1691610,True
51,gpu_32,246070,35,6.771157000912353,7.507414004066959,0.0,0.0,6.771157000912353,7.507414004066959,1832373,True
101,cpu,257650,35,151.40111499931663,187.64304698561318,8.212284999899566,117.98266699770465,143.18882999941707,69.66037998790853,1437389,True
101,gpu_full,257650,35,735.0481809990015,578.1111620017327,0.0,0.0,735.0481809990015,578.1111620017327,1437389,True
101,gpu_8192,257650,35,32.93230899726041,29.767155996523798,0.0,0.0,32.93230899726041,29.767155996523798,1440924,True
101,gpu_4096,257650,35,16.41990602365695,16.180044010980055,0.0,0.0,16.41990602365695,16.180044010980055,1444418,True
101,gpu_2048,257650,35,9.893823997117579,11.137163994135335,0.0,0.0,9.893823997117579,11.137163994135335,1452203,True
101,gpu_1024,257650,35,7.575853000162169,8.712651004316285,0.0,0.0,7.575853000162169,8.712651004316285,1463053,True
101,gpu_512,257650,35,6.458925985498354,7.55118700908497,0.0,0.0,6.458925985498354,7.55118700908497,1489997,True
101,gpu_256,257650,35,6.438384996727109,7.984839990967885,0.0,0.0,6.438384996727109,7.984839990967885,1521597,True
101,gpu_128,257650,35,6.336546008242294,8.1819900078699,0.0,0.0,6.336546008242294,8.1819900078699,1608064,True
101,gpu_64,257650,35,6.805873999837786,7.8580459812656045,0.0,0.0,6.805873999837786,7.8580459812656045,1779065,True
101,gpu_32,257650,35,7.523446984123439,7.877817988628522,0.0,0.0,7.523446984123439,7.877817988628522,1930445,True
151,cpu,266033,35,156.94325201911852,190.49685201025568,8.174279006198049,130.49913200666197,148.76897301292047,59.99772000359371,1496236,True
151,gpu_full,266033,35,751.6332270170096,591.2257420131937,0.0,0.0,751.6332270170096,591.2257420131937,1496236,True
151,gpu_8192,266033,35,34.38139002537355,30.001498002093285,0.0,0.0,34.38139002537355,30.001498002093285,1500001,True
151,gpu_4096,266033,35,17.8648839937523,15.970998996635899,0.0,0.0,17.8648839937523,15.970998996635899,1503832,True
151,gpu_2048,266033,35,10.183701000642031,11.41667299089022,0.0,0.0,10.183701000642031,11.41667299089022,1511860,True
151,gpu_1024,266033,35,7.549655012553558,9.153188002528623,0.0,0.0,7.549655012553558,9.153188002528623,1523044,True
151,gpu_512,266033,35,6.709253997541964,8.060863008722663,0.0,0.0,6.709253997541964,8.060863008722663,1551338,True
151,gpu_256,266033,35,6.684746011160314,8.502930984832346,0.0,0.0,6.684746011160314,8.502930984832346,1583268,True
151,gpu_128,266033,35,6.781914009479806,8.651322015793994,0.0,0.0,6.781914009479806,8.651322015793994,1673483,True
151,gpu_64,266033,35,7.539415993960574,8.437854994554073,0.0,0.0,7.539415993960574,8.437854994554073,1852086,True
151,gpu_32,266033,35,8.129811001708731,8.426048996625468,0.0,0.0,8.129811001708731,8.426048996625468,2008522,True
201,cpu,273355,35,165.5803970352281,187.24415701581165,10.42660602251999,122.70476602134295,155.1537910127081,64.5393909944687,1537098,True
201,gpu_full,273355,35,781.7363410140388,611.2939019803889,0.0,0.0,781.7363410140388,611.2939019803889,1537097,True
201,gpu_8192,273355,35,34.691210981691256,30.831965006655082,0.0,0.0,34.691210981691256,30.831965006655082,1541055,True
201,gpu_4096,273355,35,17.184593016281724,16.641390015138313,0.0,0.0,17.184593016281724,16.641390015138313,1544998,True
201,gpu_2048,273355,35,10.803632001625374,11.630947003141046,0.0,0.0,10.803632001625374,11.630947003141046,1553519,True
201,gpu_1024,273355,35,9.091092011658475,9.395647997735068,0.0,0.0,9.091092011658475,9.395647997735068,1564785,True
201,gpu_512,273355,35,7.086216995958239,7.970161997945979,0.0,0.0,7.086216995958239,7.970161997945979,1593485,True
201,gpu_256,273355,35,7.628748979186639,8.567116979975253,0.0,0.0,7.628748979186639,8.567116979975253,1627068,True
201,gpu_128,273355,35,7.571702997665852,8.629221003502607,0.0,0.0,7.571702997665852,8.629221003502607,1720179,True
201,gpu_64,273355,35,8.06349198683165,8.400875987717882,0.0,0.0,8.06349198683165,8.400875987717882,1903326,True
201,gpu_32,273355,35,8.90984499710612,8.450658991932869,0.0,0.0,8.90984499710612,8.450658991932869,2063963,True
251,cpu,281268,35,170.4328719933983,192.97543799621053,11.287583998637274,127.14781699469313,159.14528799476102,65.8276210015174,1581762,True
251,gpu_full,281268,35,780.6225800013635,627.0769819966517,0.0,0.0,780.6225800013635,627.0769819966517,1581762,True
251,gpu_8192,281268,35,34.45812501013279,31.134496995946392,0.0,0.0,34.45812501013279,31.134496995946392,1585532,True
251,gpu_4096,281268,35,17.668684013187885,16.947494994383305,0.0,0.0,17.668684013187885,16.947494994383305,1589713,True
251,gpu_2048,281268,35,10.683021013392136,12.252227024873719,0.0,0.0,10.683021013392136,12.252227024873719,1598340,True
251,gpu_1024,281268,35,8.793228975264356,9.88648401107639,0.0,0.0,8.793228975264356,9.88648401107639,1610189,True
251,gpu_512,281268,35,6.88535999506712,8.636070997454226,0.0,0.0,6.88535999506712,8.636070997454226,1639841,True
251,gpu_256,281268,35,7.188572984887287,9.49935000971891,0.0,0.0,7.188572984887287,9.49935000971891,1674225,True
251,gpu_128,281268,35,7.026233011856675,9.382954012835398,0.0,0.0,7.026233011856675,9.382954012835398,1770196,True
251,gpu_64,281268,35,7.5716440042015165,9.19837600667961,0.0,0.0,7.5716440042015165,9.19837600667961,1959672,True
251,gpu_32,281268,35,8.181332988897339,9.298966993810609,0.0,0.0,8.181332988897339,9.298966993810609,2122574,True
